Date,Website country,User Country,Device Category,Site visits,Bookings,Booking Tool visits
2022-09-27,NL,NO,desktop,95,5,57
2022-08-27,NO,NO,tablet,94,3,69
2022-08-29,NO,US,desktop,94,8,66
2022-08-30,IT,US,desktop,94,5,57
2022-08-31,NL,IT,mobile,94,1,34
2022-09-08,NO,NO,tablet,94,2,72
2022-09-29,NL,NO,desktop,94,11,40
2022-08-22,NL,DE,mobile,93,1,41
2022-08-23,IT,US,desktop,93,5,52
2022-09-06,IT,US,desktop,93,3,67
2022-09-15,NO,US,desktop,93,11,54
2022-09-17,NO,US,desktop,93,4,56
2022-09-18,DE,NL,desktop,93,11,66
2022-09-22,NL,IT,mobile,93,2,32
2022-09-26,NO,NO,tablet,93,7,61
2022-08-25,NO,US,desktop,92,6,59
2022-08-26,NL,DE,mobile,92,0,34
2022-08-27,NO,US,desktop,92,11,63
2022-08-29,NL,DE,mobile,92,3,47
2022-09-05,NO,NO,tablet,92,4,66
2022-09-09,IT,NL,desktop,92,9,64
2022-09-13,IT,NL,desktop,92,8,60
2022-09-19,DE,NL,desktop,92,6,53
2022-09-19,NL,IT,mobile,92,1,26
2022-09-23,NO,US,desktop,92,6,60
2022-09-25,NL,IT,mobile,92,0,22
2022-09-12,IT,NL,desktop,91,5,56
2022-09-24,NL,IT,mobile,91,3,20
2022-09-07,NL,DE,mobile,90,0,42
2022-09-10,NL,DE,mobile,90,3,35
2022-09-14,NO,NO,tablet,90,6,68
2022-09-05,DE,NL,mobile,89,1,38
2022-09-06,IT,NL,desktop,89,8,56
2022-09-23,NL,IT,mobile,89,0,21
2022-09-25,NL,IT,desktop,89,5,51
2022-09-21,IT,NL,desktop,88,7,60
2022-09-21,NL,IT,mobile,88,1,30
2022-09-21,NL,NO,desktop,88,6,43
2022-08-31,NO,NO,tablet,87,1,59
2022-09-02,NO,US,desktop,87,3,59
2022-09-04,IT,IT,tablet,87,7,71
2022-09-07,NO,NO,tablet,87,6,52
2022-09-21,IT,US,desktop,87,6,54
2022-09-23,NL,DE,mobile,87,0,32
2022-08-22,NL,NO,desktop,86,10,45
2022-08-25,NL,NO,desktop,86,4,44
2022-08-31,IT,US,desktop,86,3,47
2022-09-14,NL,NO,desktop,86,5,49
2022-09-24,NO,NO,tablet,86,3,66
2022-08-29,IT,NL,desktop,85,2,48
2022-09-01,IT,NL,desktop,85,3,53
2022-09-16,IT,NL,desktop,85,8,53
2022-09-16,NO,US,desktop,85,6,58
2022-09-21,NL,DE,mobile,84,1,27
2022-09-27,IT,NL,desktop,84,12,54
2022-09-29,NO,US,desktop,84,1,56
2022-08-27,IT,US,desktop,83,7,41
2022-08-29,IT,US,desktop,83,4,45
2022-08-29,NL,NO,desktop,83,6,48
2022-09-18,NL,NO,desktop,83,5,42
2022-09-19,NL,DE,mobile,83,0,33
2022-09-28,NO,US,desktop,83,6,49
2022-09-29,NL,IT,mobile,83,0,28
2022-08-28,NO,US,desktop,82,1,58
2022-09-03,DE,NL,mobile,82,0,28
2022-09-06,US,DE,desktop,82,5,31
2022-09-17,NL,IT,desktop,82,6,35
2022-09-15,NO,NO,tablet,81,6,64
2022-09-27,IT,US,desktop,81,5,57
2022-08-24,NL,NO,mobile,80,1,32
2022-08-29,US,DE,desktop,80,2,36
2022-09-02,IT,US,desktop,80,6,54
2022-09-24,NL,DE,mobile,80,0,34
2022-08-25,IT,US,desktop,79,6,51
2022-08-26,NO,NO,tablet,79,5,59
2022-08-31,IT,NL,desktop,79,10,56
2022-09-01,DE,NL,mobile,79,1,36
2022-09-06,NO,NO,tablet,79,4,65
2022-09-10,NO,NO,tablet,79,3,59
2022-09-19,NO,NO,tablet,79,5,53
2022-09-24,NL,IT,desktop,79,16,32
2022-08-26,NO,US,desktop,78,9,55
2022-08-28,NL,NO,desktop,78,7,48
2022-09-01,NL,NO,desktop,78,6,41
2022-09-09,NL,NO,desktop,78,8,42
2022-09-16,NL,NO,desktop,78,6,43
2022-09-18,DE,NL,mobile,78,1,33
2022-09-22,IT,NL,desktop,78,6,44
2022-09-27,NO,NO,tablet,78,2,63
2022-09-28,IT,NL,desktop,78,10,50
2022-08-22,NO,NO,tablet,77,2,61
2022-08-23,IT,IT,tablet,77,4,60
2022-08-23,US,DE,desktop,77,5,33
2022-08-24,IT,US,desktop,77,4,46
2022-08-26,NL,NO,desktop,77,10,43
2022-09-01,NO,NO,tablet,77,4,53
2022-09-06,NL,DE,mobile,77,2,31
2022-09-12,IT,IT,tablet,77,7,61
2022-09-21,NO,NO,tablet,77,3,52
2022-09-23,IT,NL,desktop,77,4,45
2022-09-28,NL,IT,mobile,77,0,22
2022-08-25,US,DE,desktop,76,6,38
2022-09-04,IT,US,desktop,76,8,52
2022-09-05,IT,NL,desktop,76,13,44
2022-09-17,NL,NO,mobile,76,1,21
2022-09-23,IT,US,desktop,76,5,52
2022-08-24,US,DE,desktop,75,4,32
2022-09-05,US,DE,desktop,75,3,28
2022-09-14,NL,DE,mobile,74,0,30
2022-09-22,NO,NO,tablet,74,5,60
2022-09-28,NO,NO,tablet,74,6,49
2022-08-28,DE,NL,desktop,73,5,49
2022-08-30,US,DE,desktop,73,7,31
2022-09-01,US,DE,desktop,73,3,33
2022-09-06,IT,IT,tablet,73,1,53
2022-09-12,IT,US,desktop,73,2,48
2022-09-17,DE,NL,desktop,73,3,34
2022-09-17,NL,NO,desktop,73,7,36
2022-09-22,IT,US,desktop,73,6,44
2022-09-26,IT,US,desktop,73,5,46
2022-09-28,NL,NO,desktop,73,4,45
2022-09-04,DE,NL,desktop,72,8,35
2022-09-20,NO,NO,tablet,72,6,51
2022-09-25,DE,NL,desktop,72,4,45
2022-09-29,IT,NL,desktop,72,6,49
2022-09-29,IT,US,desktop,72,5,55
2022-08-25,NO,NO,tablet,71,5,50
2022-08-28,IT,IT,tablet,71,1,61
2022-08-29,NO,NO,tablet,71,6,48
2022-09-04,NL,IT,desktop,71,7,37
2022-09-16,NO,NO,tablet,71,2,58
2022-09-27,NL,DE,mobile,71,0,27
2022-09-28,IT,US,desktop,71,3,38
2022-09-05,IT,IT,tablet,70,3,53
2022-09-16,IT,US,desktop,70,6,35
2022-09-17,IT,IT,tablet,70,1,51
2022-09-20,IT,US,desktop,70,3,41
2022-08-23,NO,NO,tablet,69,1,49
2022-08-24,IT,NL,desktop,69,9,41
2022-08-26,DE,NL,mobile,69,1,30
2022-09-02,NL,NO,desktop,69,5,40
2022-09-07,IT,NL,desktop,69,10,48
2022-09-08,IT,US,desktop,69,7,41
2022-09-10,NO,US,desktop,69,3,51
2022-09-18,NL,NO,mobile,69,1,13
2022-08-30,NL,IT,mobile,68,0,30
2022-09-02,IT,IT,tablet,68,5,48
2022-09-03,IT,US,desktop,68,4,45
2022-09-09,IT,US,desktop,68,4,38
2022-09-11,NO,US,desktop,68,3,43
2022-09-14,IT,IT,tablet,68,3,49
2022-09-17,IT,NL,desktop,68,5,37
2022-09-29,NO,NO,tablet,68,2,49
2022-08-22,IT,NL,desktop,67,9,34
2022-08-22,US,DE,desktop,67,5,29
2022-08-28,IT,US,desktop,67,2,43
2022-09-03,US,DE,desktop,67,10,39
2022-09-07,IT,IT,tablet,67,5,47
2022-09-10,NL,IT,desktop,67,7,34
2022-09-12,NL,NO,mobile,67,2,21
2022-09-18,NL,IT,desktop,67,7,32
2022-08-27,NL,IT,desktop,66,8,34
2022-09-02,US,DE,desktop,66,5,33
2022-09-02,US,DE,mobile,66,1,18
2022-09-08,IT,IT,tablet,66,4,47
2022-09-11,DE,NL,desktop,66,7,46
2022-09-11,IT,IT,tablet,66,2,54
2022-09-18,IT,IT,tablet,66,0,42
2022-09-23,NO,NO,tablet,66,3,54
2022-08-23,IT,NL,desktop,65,5,35
2022-08-25,IT,NL,desktop,65,7,43
2022-09-03,DE,NL,desktop,65,5,37
2022-09-03,NO,NO,tablet,65,4,52
2022-09-04,DE,NL,mobile,65,1,20
2022-09-16,DE,NL,mobile,65,3,30
2022-09-25,NL,NO,mobile,65,0,24
2022-09-10,DE,NL,desktop,64,4,43
2022-09-11,NL,IT,desktop,64,4,31
2022-09-11,NL,NO,desktop,64,5,42
2022-09-19,IT,US,desktop,64,3,44
2022-09-20,IT,IT,tablet,64,2,48
2022-08-28,NL,IT,desktop,63,7,33
2022-08-29,DE,NL,mobile,63,0,26
2022-09-01,NL,NO,mobile,63,0,17
2022-09-16,NL,NO,mobile,63,1,14
2022-08-30,NO,NO,tablet,62,3,40
2022-08-31,IT,IT,tablet,62,1,45
2022-09-06,DE,NL,mobile,62,1,27
2022-09-08,DE,NL,mobile,62,0,33
2022-09-09,IT,IT,tablet,62,2,46
2022-08-30,DE,NL,mobile,61,1,28
2022-09-08,NL,NO,mobile,61,0,21
2022-09-13,DE,NL,mobile,61,1,26
2022-09-25,NL,NO,desktop,61,6,33
2022-09-15,IT,IT,tablet,60,0,35
2022-09-16,IT,IT,tablet,60,0,43
2022-09-22,NL,DE,mobile,60,1,31
2022-09-24,NO,US,desktop,60,2,37
2022-08-26,NL,NO,mobile,59,1,16
2022-09-02,IT,NL,desktop,59,3,36
2022-09-11,NL,NO,mobile,59,0,23
2022-09-13,IT,IT,tablet,59,4,49
2022-09-25,IT,IT,tablet,59,0,44
2022-08-26,US,DE,desktop,58,6,24
2022-09-03,NL,IT,desktop,58,2,27
2022-09-06,NL,US,tablet,58,4,28
2022-09-09,NL,NO,mobile,58,1,14
2022-09-17,DE,NL,mobile,58,1,18
2022-09-22,NL,NO,mobile,58,0,18
2022-09-24,DE,NL,desktop,58,8,33
2022-08-25,DE,NL,mobile,57,2,27
2022-08-25,IT,IT,tablet,57,1,37
2022-08-27,DE,NL,desktop,57,0,33
2022-08-29,US,DE,mobile,57,0,14
2022-09-01,US,DE,mobile,57,2,16
2022-09-09,NO,NO,tablet,57,3,39
2022-09-10,IT,IT,tablet,57,1,44
2022-09-10,IT,NL,desktop,57,8,32
2022-09-11,DE,NL,mobile,57,2,20
2022-08-22,NL,NO,mobile,56,2,22
2022-08-23,DE,NL,mobile,56,0,22
2022-08-24,DE,NL,mobile,56,3,19
2022-08-26,IT,IT,tablet,56,1,36
2022-08-29,IT,IT,tablet,56,4,42
2022-09-04,NL,NO,desktop,56,8,37
2022-09-10,NL,NO,mobile,56,2,14
2022-09-23,NL,NO,mobile,56,0,20
2022-09-25,NO,US,desktop,56,3,42
2022-09-26,NL,IT,mobile,56,0,14
2022-09-01,IT,IT,tablet,55,1,41
2022-09-02,NO,NO,tablet,55,3,40
2022-09-04,IT,NL,desktop,55,9,30
2022-09-14,NL,NO,mobile,55,1,28
2022-09-24,IT,IT,tablet,55,0,37
2022-08-22,IT,IT,tablet,54,4,38
2022-08-27,US,DE,desktop,54,4,29
2022-09-04,US,DE,mobile,54,1,16
2022-09-06,US,IT,desktop,54,2,19
2022-08-22,DE,NL,mobile,53,2,28
2022-08-23,NL,NO,mobile,53,1,21
2022-08-24,IT,IT,tablet,53,3,41
2022-08-31,US,DE,desktop,53,6,26
2022-09-02,DE,NL,mobile,53,3,24
2022-09-03,IT,NL,desktop,53,8,36
2022-09-21,IT,IT,tablet,53,1,37
2022-09-25,DE,NL,mobile,53,0,22
2022-08-22,US,DE,mobile,52,1,20
2022-08-28,US,DE,desktop,52,1,21
2022-08-31,NL,NO,mobile,52,2,28
2022-09-04,NL,NO,mobile,52,0,24
2022-09-07,NL,NO,mobile,52,1,24
2022-09-17,IT,US,desktop,52,3,29
2022-09-17,NL,US,tablet,52,2,20
2022-08-27,DE,NL,mobile,51,3,24
2022-09-04,US,IT,mobile,51,1,11
2022-09-25,IT,US,desktop,51,3,38
2022-09-26,IT,IT,tablet,51,1,32
2022-09-26,NL,NO,mobile,51,1,21
2022-09-28,IT,IT,tablet,51,3,40
2022-08-26,IT,NL,desktop,50,6,30
2022-09-05,US,IT,mobile,50,5,7
2022-09-19,DE,NL,mobile,50,2,20
2022-09-24,IT,US,desktop,50,2,33
2022-09-27,IT,IT,tablet,50,0,34
2022-08-24,IT,NL,mobile,49,1,18
2022-08-27,NL,NO,mobile,49,0,19
2022-08-31,DE,NL,mobile,49,4,20
2022-09-01,US,IT,desktop,49,2,23
2022-09-02,US,IT,mobile,49,6,12
2022-09-11,IT,US,desktop,49,4,28
2022-09-15,DE,NL,mobile,49,0,22
2022-09-18,IT,NL,desktop,49,5,34
2022-09-18,IT,US,desktop,49,3,29
2022-09-19,NL,NO,mobile,49,0,17
2022-09-20,NL,NO,mobile,49,0,20
2022-08-28,DE,NL,mobile,48,0,18
2022-08-28,NL,NO,mobile,48,0,19
2022-08-30,IT,IT,tablet,48,0,25
2022-09-03,IT,IT,tablet,48,0,38
2022-09-05,NL,NO,mobile,48,2,16
2022-09-05,NL,US,tablet,48,1,28
2022-09-12,DE,NL,mobile,48,0,22
2022-09-15,NL,NO,mobile,48,0,17
2022-09-20,DE,NL,mobile,48,3,14
2022-09-24,IT,NL,desktop,48,7,37
2022-09-27,NL,NO,mobile,48,1,18
2022-09-28,DE,NL,mobile,48,3,28
2022-09-05,US,DE,mobile,47,3,15
2022-09-06,NL,NO,mobile,47,1,16
2022-09-18,US,DE,tablet,47,0,9
2022-09-25,IT,NL,desktop,47,8,33
2022-08-25,US,DE,mobile,46,1,12
2022-09-05,NO,NL,desktop,46,3,21
2022-09-06,US,DE,mobile,46,2,18
2022-09-07,DE,NL,mobile,46,1,21
2022-09-09,DE,NL,mobile,46,0,15
2022-09-10,DE,NL,mobile,46,1,23
2022-09-18,NL,US,tablet,46,1,20
2022-09-24,NL,NO,mobile,46,2,19
2022-08-22,NL,US,tablet,45,2,20
2022-08-23,US,DE,mobile,45,2,17
2022-08-26,US,DE,mobile,45,1,21
2022-09-01,NL,US,tablet,45,3,21
2022-09-06,NO,NL,desktop,45,3,22
2022-09-10,IT,US,desktop,45,2,27
2022-09-11,IT,NL,desktop,45,8,32
2022-09-13,NL,NO,mobile,45,0,16
2022-09-14,DE,NL,mobile,45,1,20
2022-09-24,NL,NO,desktop,45,3,19
2022-08-27,IT,NL,mobile,44,2,17
2022-08-29,US,NO,desktop,44,6,21
2022-08-30,US,IT,desktop,44,9,16
2022-09-02,NL,NO,mobile,44,1,13
2022-09-04,US,DE,desktop,44,2,18
2022-09-10,NL,NO,desktop,44,7,23
2022-09-19,IT,IT,tablet,44,0,36
2022-09-27,DE,NL,mobile,44,2,20
2022-09-29,NL,NO,mobile,44,0,12
2022-08-27,IT,IT,tablet,43,2,35
2022-08-30,NL,NO,mobile,43,0,15
2022-09-04,NL,US,tablet,43,3,23
2022-09-17,NO,NL,mobile,43,0,18
2022-09-20,NO,NL,desktop,43,7,27
2022-09-24,DE,NL,mobile,43,0,21
2022-09-27,NO,NL,desktop,43,6,28
2022-09-29,DE,NL,mobile,43,0,13
2022-09-29,IT,IT,tablet,43,1,32
2022-09-03,NL,NO,desktop,42,8,20
2022-09-03,NL,NO,mobile,42,1,12
2022-09-13,IT,NL,mobile,42,1,13
2022-09-17,US,DE,tablet,42,0,10
2022-09-19,NO,NL,desktop,42,4,22
2022-08-24,NO,NL,desktop,41,5,21
2022-08-28,IT,NL,desktop,41,7,19
2022-08-29,NL,US,tablet,41,0,20
2022-09-06,IT,NL,mobile,41,1,23
2022-09-23,DE,NL,mobile,41,2,16
2022-09-26,DE,NL,mobile,41,0,19
2022-09-28,NL,NO,mobile,41,1,13
2022-08-24,US,DE,mobile,40,2,13
2022-08-27,US,DE,mobile,40,0,8
2022-08-28,NL,US,tablet,40,2,20
2022-08-31,NL,US,tablet,40,0,25
2022-09-08,NO,NL,desktop,40,2,23
2022-09-17,IT,NL,mobile,40,1,12
2022-09-21,DE,NL,mobile,40,1,18
2022-08-23,NL,US,tablet,39,2,20
2022-08-23,US,NO,desktop,39,3,21
2022-08-27,IT,NL,desktop,39,2,25
2022-08-27,NL,US,tablet,39,0,18
2022-09-03,NL,US,tablet,39,0,16
2022-09-16,IT,NL,mobile,39,1,17
2022-08-25,IT,NL,mobile,38,0,14
2022-08-27,NL,NO,desktop,38,4,25
2022-09-05,NO,NL,mobile,38,0,15
2022-09-07,NO,NL,desktop,38,4,23
2022-09-15,NL,US,tablet,38,1,21
2022-09-16,NL,US,tablet,38,2,22
2022-09-17,US,IT,tablet,38,0,13
2022-09-18,NO,NL,mobile,38,1,15
2022-09-22,IT,IT,tablet,38,0,32
2022-09-22,NL,US,tablet,38,3,23
2022-09-26,US,DE,tablet,38,0,20
2022-08-26,US,IT,desktop,37,0,15
2022-08-30,NL,US,tablet,37,1,19
2022-08-30,US,DE,mobile,37,0,14
2022-09-01,NO,NL,desktop,37,3,20
2022-09-08,US,DE,tablet,37,3,13
2022-09-18,IT,NL,mobile,37,1,19
2022-09-26,NL,US,tablet,37,1,15
2022-08-22,IT,NL,mobile,36,3,20
2022-08-26,NO,NL,desktop,36,5,22
2022-08-28,IT,NL,mobile,36,1,13
2022-08-31,US,DE,mobile,36,1,12
2022-09-10,NL,US,tablet,36,0,21
2022-09-12,NO,NL,desktop,36,3,17
2022-09-27,NL,US,tablet,36,0,19
2022-09-27,US,DE,tablet,36,0,7
2022-08-22,US,IT,desktop,35,4,17
2022-09-01,US,NO,desktop,35,3,20
2022-09-02,IT,NL,mobile,35,3,17
2022-09-12,IT,NL,mobile,35,1,11
2022-09-23,IT,IT,tablet,35,2,24
2022-08-25,US,IT,mobile,34,1,8
2022-08-28,US,DE,mobile,34,0,6
2022-08-30,IT,NL,mobile,34,0,13
2022-08-30,NO,NL,desktop,34,4,15
2022-09-02,NO,NL,desktop,34,4,21
2022-09-04,IT,NL,mobile,34,1,17
2022-09-05,US,IT,desktop,34,3,21
2022-09-10,US,DE,tablet,34,1,10
2022-09-13,NO,NL,desktop,34,3,20
2022-09-15,NO,NL,desktop,34,2,22
2022-09-20,IT,NL,mobile,34,1,18
2022-09-26,NO,NL,desktop,34,4,21
2022-08-22,US,NO,desktop,33,4,20
2022-08-24,NL,US,tablet,33,0,13
2022-08-24,US,IT,mobile,33,1,8
2022-08-25,NL,NO,mobile,33,1,13
2022-08-29,NL,NO,mobile,33,0,15
2022-08-29,US,IT,desktop,33,0,17
2022-09-01,IT,DE,desktop,33,2,20
2022-09-02,US,IT,desktop,33,2,12
2022-09-04,NO,NL,mobile,33,0,12
2022-09-05,US,NO,desktop,33,7,15
2022-09-08,IT,NL,mobile,33,0,14
2022-09-20,NL,US,tablet,33,4,15
2022-09-21,NL,NO,mobile,33,1,13
2022-08-23,US,IT,mobile,32,1,8
2022-08-25,US,NO,desktop,32,3,18
2022-08-26,IT,NL,mobile,32,1,12
2022-08-29,US,IT,mobile,32,2,7
2022-09-03,US,IT,mobile,32,1,5
2022-09-06,IT,DE,desktop,32,1,25
2022-09-07,NL,US,tablet,32,0,14
2022-09-09,NL,US,tablet,32,3,14
2022-09-13,NL,US,tablet,32,1,16
2022-09-21,US,DE,tablet,32,1,4
2022-09-25,NL,US,tablet,32,0,18
2022-09-25,NO,NL,mobile,32,0,15
2022-09-29,IT,DE,desktop,32,3,17
2022-08-24,DE,NO,desktop,31,3,23
2022-08-26,US,IT,mobile,31,0,9
2022-08-30,DE,NO,desktop,31,2,19
2022-08-30,US,NO,desktop,31,2,12
2022-08-31,IT,DE,desktop,31,4,23
2022-08-31,US,IT,desktop,31,3,14
2022-09-05,IT,NL,mobile,31,3,14
2022-09-08,NL,US,tablet,31,1,20
2022-09-09,IT,NL,mobile,31,2,16
2022-09-12,US,NO,tablet,31,0,7
2022-09-14,NO,NL,desktop,31,3,24
2022-09-14,US,DE,tablet,31,0,8
2022-09-16,NO,NL,desktop,31,2,20
2022-09-19,US,DE,tablet,31,0,10
2022-09-20,DE,IT,desktop,31,4,18
2022-09-23,NL,US,tablet,31,5,15
2022-09-25,IT,NL,mobile,31,2,11
2022-09-25,US,DE,tablet,31,0,10
2022-09-29,NL,US,tablet,31,0,16
2022-09-29,NO,NL,desktop,31,2,15
2022-08-31,DE,NO,desktop,30,2,16
2022-08-31,NO,NL,desktop,30,2,12
2022-09-01,US,IT,mobile,30,1,12
2022-09-03,US,DE,mobile,30,5,10
2022-09-06,DE,NO,desktop,30,4,15
2022-09-06,US,NO,desktop,30,6,13
2022-09-07,US,DE,tablet,30,0,11
2022-09-08,IT,DE,desktop,30,1,19
2022-09-11,US,DE,tablet,30,1,10
2022-09-12,US,DE,tablet,30,0,10
2022-09-13,US,DE,tablet,30,1,7
2022-09-14,DE,NO,desktop,30,2,18
2022-09-14,NL,US,tablet,30,0,13
2022-09-15,US,DE,tablet,30,0,9
2022-09-22,DE,NL,mobile,30,1,13
2022-09-24,IT,NL,mobile,30,1,10
2022-09-28,IT,DE,desktop,30,2,22
2022-08-23,NO,NL,desktop,29,2,14
2022-08-25,DE,NO,desktop,29,2,24
2022-08-29,NO,NL,desktop,29,5,13
2022-09-01,DE,NO,desktop,29,1,14
2022-09-02,US,NO,mobile,29,1,4
2022-09-15,IT,NL,mobile,29,0,15
2022-09-19,DE,IT,desktop,29,1,21
2022-09-20,US,DE,tablet,29,0,9
2022-09-21,NO,NL,desktop,29,2,12
2022-08-22,DE,NO,desktop,28,6,19
2022-08-28,NO,NL,mobile,28,0,9
2022-08-31,US,NO,desktop,28,1,11
2022-09-02,US,NO,desktop,28,5,13
2022-09-09,NO,NL,desktop,28,3,14
2022-09-12,NL,US,tablet,28,2,13
2022-09-13,DE,NO,desktop,28,1,17
2022-09-19,IT,DE,desktop,28,1,12
2022-09-22,DE,NO,desktop,28,3,19
2022-09-25,US,NO,tablet,28,1,12
2022-09-26,IT,DE,desktop,28,3,19
2022-09-28,NO,NL,desktop,28,1,18
2022-08-22,NO,NL,desktop,27,1,14
2022-08-24,US,IT,desktop,27,3,15
2022-08-24,US,NO,desktop,27,0,17
2022-08-25,NL,US,tablet,27,0,10
2022-08-25,NO,NL,mobile,27,0,9
2022-08-26,DE,NO,desktop,27,5,18
2022-08-26,NL,US,tablet,27,0,9
2022-08-27,US,IT,mobile,27,0,6
2022-08-28,US,IT,mobile,27,2,7
2022-08-31,NO,NL,mobile,27,1,6
2022-08-31,US,IT,mobile,27,0,3
2022-09-02,NL,US,tablet,27,2,13
2022-09-04,US,NO,mobile,27,0,4
2022-09-05,IT,DE,desktop,27,3,20
2022-09-07,IT,NL,mobile,27,1,10
2022-09-11,NL,US,tablet,27,0,14
2022-09-19,NL,US,tablet,27,0,12
2022-09-21,IT,NL,mobile,27,0,9
2022-09-23,NO,NL,desktop,27,3,14
2022-09-28,NL,US,tablet,27,1,17
2022-08-22,DE,IT,desktop,26,1,16
2022-08-24,NO,NL,mobile,26,0,7
2022-08-28,US,IT,desktop,26,0,9
2022-08-30,NO,NL,mobile,26,0,8
2022-09-03,IT,NL,mobile,26,1,13
2022-09-03,US,NO,mobile,26,1,9
2022-09-05,DE,IT,desktop,26,3,17
2022-09-10,IT,NL,mobile,26,1,12
2022-09-11,IT,NL,mobile,26,1,13
2022-09-12,IT,DE,desktop,26,1,16
2022-09-16,US,DE,tablet,26,0,7
2022-09-17,NO,NL,desktop,26,3,14
2022-09-21,NL,US,tablet,26,0,13
2022-09-22,IT,DE,desktop,26,0,12
2022-09-22,IT,NL,mobile,26,1,17
2022-09-23,US,DE,tablet,26,0,8
2022-09-25,NO,NL,desktop,26,2,14
2022-08-23,US,IT,desktop,25,1,7
2022-08-30,IT,DE,desktop,25,0,15
2022-08-30,US,IT,mobile,25,0,6
2022-09-04,US,IT,desktop,25,1,15
2022-09-05,DE,NO,mobile,25,1,10
2022-09-15,US,NO,tablet,25,0,10
2022-09-16,DE,NO,desktop,25,5,14
2022-09-17,US,NO,tablet,25,0,6
2022-09-20,IT,DE,desktop,25,1,15
2022-09-24,US,DE,tablet,25,0,8
2022-08-22,US,IT,mobile,24,1,6
2022-08-23,IT,DE,desktop,24,2,19
2022-08-24,US,NO,mobile,24,3,11
2022-08-25,NO,NL,desktop,24,1,17
2022-08-26,US,NO,desktop,24,5,14
2022-09-01,DE,IT,desktop,24,7,16
2022-09-02,IT,DE,desktop,24,1,17
2022-09-06,US,IT,mobile,24,0,8
2022-09-13,IT,DE,desktop,24,1,10
2022-09-23,IT,DE,desktop,24,3,16
2022-09-26,NO,DE,desktop,24,0,16
2022-08-22,DE,IT,mobile,23,0,10
2022-08-23,IT,NL,mobile,23,0,15
2022-08-23,US,NO,mobile,23,5,8
2022-08-25,US,NO,mobile,23,0,3
2022-08-27,DE,NO,desktop,23,2,17
2022-08-31,IT,NL,mobile,23,4,10
2022-09-01,NO,DE,desktop,23,3,16
2022-09-03,NO,NL,mobile,23,0,8
2022-09-04,NO,NL,desktop,23,3,16
2022-09-05,DE,NO,desktop,23,3,17
2022-09-11,US,NO,tablet,23,1,11
2022-09-12,NO,NL,mobile,23,0,10
2022-09-18,NO,NL,desktop,23,2,18
2022-09-22,NO,NL,desktop,23,1,15
2022-09-28,US,DE,tablet,23,1,10
2022-09-29,US,DE,tablet,23,0,9
2022-08-27,US,IT,desktop,22,2,8
2022-08-28,US,NO,desktop,22,7,12
2022-08-29,IT,NL,mobile,22,0,10
2022-09-02,DE,IT,desktop,22,3,16
2022-09-03,NO,NL,desktop,22,3,15
2022-09-06,NO,DE,desktop,22,1,18
2022-09-08,US,NO,tablet,22,0,7
2022-09-11,NO,NL,mobile,22,0,6
2022-09-13,US,NO,tablet,22,0,12
2022-09-16,NO,NL,mobile,22,0,4
2022-09-18,DE,NO,desktop,22,2,12
2022-09-18,US,IT,tablet,22,2,8
2022-09-19,IT,NL,mobile,22,1,11
2022-09-23,IT,NL,mobile,22,0,9
2022-09-24,NO,NL,mobile,22,0,6
2022-09-27,IT,DE,desktop,22,6,17
2022-08-23,DE,IT,desktop,21,3,11
2022-08-23,NO,NL,mobile,21,1,11
2022-08-27,US,NO,desktop,21,0,7
2022-08-31,US,NO,mobile,21,1,10
2022-09-01,IT,NL,mobile,21,0,8
2022-09-01,US,NO,mobile,21,4,4
2022-09-03,US,IT,desktop,21,2,10
2022-09-04,US,NO,desktop,21,1,11
2022-09-06,US,NO,mobile,21,0,9
2022-09-12,NO,DE,desktop,21,4,16
2022-09-16,US,NO,tablet,21,0,7
2022-09-19,DE,NO,desktop,21,3,17
2022-09-21,DE,NO,desktop,21,1,15
2022-09-22,US,DE,tablet,21,0,3
2022-09-25,US,IT,tablet,21,0,6
2022-09-27,DE,NO,desktop,21,2,14
2022-09-27,IT,NL,mobile,21,1,11
2022-09-28,DE,NO,desktop,21,3,16
2022-09-29,IT,NL,mobile,21,2,10
2022-08-22,NO,NL,mobile,20,1,7
2022-08-27,US,NO,mobile,20,1,5
2022-08-29,US,NO,mobile,20,1,8
2022-08-31,DE,NO,mobile,20,0,8
2022-09-01,DE,IT,mobile,20,1,11
2022-09-06,NO,NL,mobile,20,0,7
2022-09-14,IT,DE,desktop,20,1,14
2022-09-19,NO,NL,mobile,20,2,7
2022-09-23,DE,NO,desktop,20,3,12
2022-09-24,NO,NL,desktop,20,2,11
2022-09-28,IT,NL,mobile,20,0,9
2022-09-28,IT,NO,desktop,20,2,12
2022-09-29,NO,NL,mobile,20,0,4
2022-08-22,IT,DE,desktop,19,1,14
2022-08-22,NO,DE,desktop,19,4,13
2022-08-24,IT,DE,desktop,19,0,12
2022-08-26,DE,IT,desktop,19,1,12
2022-08-29,DE,IT,desktop,19,0,13
2022-08-29,DE,NO,desktop,19,0,11
2022-09-02,IT,NO,desktop,19,1,10
2022-09-04,DE,NO,desktop,19,3,8
2022-09-05,NO,DE,desktop,19,3,15
2022-09-06,DE,IT,desktop,19,1,10
2022-09-09,IT,DE,desktop,19,1,13
2022-09-09,NO,NL,mobile,19,1,8
2022-09-11,NO,NL,desktop,19,0,12
2022-09-15,US,IT,tablet,19,0,5
2022-09-22,IT,NO,desktop,19,1,12
